,Latitude,Longitude
306,51.4677097153,-0.505184875154
307,51.4677159892,-0.50525377751
308,51.4677204837,-0.505324177772
309,51.4677231621,-0.505393197658
310,51.4677258587,-0.505463656691
311,51.4677267393,-0.505532735336
312,51.4677258404,-0.505603311861
313,51.4677249232,-0.505672449246
314,51.4677222265,-0.5057430845
315,51.4677186125,-0.505812309973
316,51.4677171816,-0.50584115147
317,51.4677132925,-0.505888789855
318,51.4677103023,-0.50593639887
319,51.467705496,-0.505982627463
320,51.4677007079,-0.506030295186
321,51.4676950027,-0.506076553121
322,51.4676883986,-0.506122840404
323,51.4676808773,-0.506167717894
324,51.4676775385,-0.506187983249
325,51.4676707693,-0.506221318264
326,51.4676648807,-0.506253184776
327,51.4676581115,-0.506286519773
328,51.4676504251,-0.506318444979
329,51.4676427387,-0.506350370173
330,51.4676341534,-0.506382324712
331,51.4676255497,-0.506412840102
332,51.4676160472,-0.506443384833
333,51.4676056458,-0.506473958904
334,51.4675943273,-0.506503123178
335,51.4675882185,-0.506517719985
336,51.46757424,-0.506549850557
337,51.4675593626,-0.506582010459
338,51.4675444669,-0.506612731207
339,51.4675277551,-0.506642071498
340,51.4675110249,-0.506669972637
341,51.4674933959,-0.506697903102
342,51.4674757669,-0.506725833545
343,51.4674572024,-0.506750915052
344,51.4674386378,-0.506775996538
345,51.4674227149,-0.506796672579
346,51.4674032331,-0.506820344244
347,51.4673828341,-0.506842606104
348,51.4673624352,-0.506864867944
349,51.4673420179,-0.506885690637
350,51.4673206834,-0.506905103528
351,51.4672984317,-0.506923106618
352,51.4671298842,-0.507033708183
353,51.4670334473,-0.507157792166
354,51.4668629175,-0.507324605602
355,51.4668943583,-0.507392685676
356,51.4669745906,-0.507690967611
357,51.4669743878,-0.507745683355
358,51.4669877961,-0.507810033037
359,51.4669880145,-0.507897848483
360,51.4669929256,-0.508142439721
361,51.4669926461,-0.508332491135
362,51.4670044377,-0.508481836903
363,51.4670407144,-0.508788753111
364,51.4671575199,-0.509134796691
365,51.4672905796,-0.509415524766
366,51.4673069947,-0.509504252696
367,51.4674508942,-0.510284215366
368,51.4677063183,-0.510287413789
369,51.467791342,-0.510326396899
370,51.4678986727,-0.510351695932
371,51.4680337037,-0.510363135171
372,51.4681629027,-0.510340210396
373,51.4683157675,-0.510269002717
374,51.4685180883,-0.510197623334
375,51.4687136569,-0.510161017693
376,51.4691215563,-0.509708596911
377,51.4691508347,-0.509677407435
378,51.4691478271,-0.509653029146
379,51.4691446732,-0.509617137375
380,51.4691424364,-0.509582655503
381,51.4691401995,-0.509548173634
382,51.4691397421,-0.509512193995
383,51.4691392847,-0.509476214357
384,51.4691397445,-0.509441644611
385,51.469140314,-0.509415709977
386,51.4691425166,-0.50937676408
387,51.4691447191,-0.509337818179
388,51.4691487194,-0.509298813679
389,51.4691536368,-0.509261219059
390,51.4691585359,-0.509222185246
391,51.4691643522,-0.50918456131
392,51.4691710673,-0.509146908064
393,51.4691719113,-0.509142561204
394,51.4691829377,-0.50909036957
395,51.469194863,-0.509038148608
396,51.4692095214,-0.508988718081
397,51.4692250604,-0.50893781903
398,51.4692415348,-0.508889769015
399,51.4692589081,-0.508841689658
400,51.4692771802,-0.508793580957
401,51.4692963694,-0.508746882099
402,51.469361183,-0.508610868372
403,51.4694377914,-0.508483108336
404,51.4695199211,-0.508365246348
405,51.469605701,-0.508251584257
406,51.4696914808,-0.508137921739
407,51.4696959019,-0.508132018324
408,51.4697852221,-0.508013920446
409,51.4698754777,-0.507898671195
410,51.4699684664,-0.507786211922
411,51.4700624088,-0.507678040499
412,51.4701572866,-0.50757271773
413,51.470281552,-0.507444838157
414,51.4704157048,-0.507316635164
415,51.4705517101,-0.507192690417
416,51.4706895863,-0.507074443171
417,51.4707554242,-0.507019020071
418,51.4708791383,-0.506918512179
419,51.4710038062,-0.506822292117
420,51.471130345,-0.506731769809
421,51.4715147855,-0.506485959712
422,51.471719984,-0.506358309601
423,51.4720617733,-0.506152762998
424,51.472209976,-0.506068728336
425,51.4724242727,-0.505949416401
426,51.4726395598,-0.505837270426
427,51.4727557517,-0.50578163766
428,51.4732270678,-0.505579048443
429,51.4733406363,-0.505529259667
430,51.4734381354,-0.505488635345
431,51.4736456441,-0.505401217561
432,51.4738550056,-0.505318058196
433,51.4740644587,-0.505242094739
434,51.4741710196,-0.505206932657
435,51.4742059652,-0.505197150638
436,51.4743860126,-0.505142306607
437,51.4746020146,-0.505086286669
438,51.4748180899,-0.505036023627
439,51.4748530721,-0.505029120053
440,51.4750674781,-0.504988990802
441,51.4750701564,-0.504987463266
442,51.4752882496,-0.504954412928
443,51.4757294987,-0.504862225875
444,51.4763599855,-0.504730728279
445,51.4771888451,-0.504571138208
446,51.4773788714,-0.504523161696
447,51.4774895225,-0.504456180437
448,51.4777022022,-0.50428073748
449,51.477894026,-0.504232700367
450,51.4781974373,-0.504191092508
451,51.478305668,-0.504216352956
452,51.47850395,-0.504251628084
453,51.4785048489,-0.504251598677
454,51.4787051298,-0.504232085516
455,51.4789024937,-0.50419538652
456,51.4790833475,-0.504133305651
457,51.4792703096,-0.504056623389
458,51.4795563107,-0.5039190952
459,51.4799675092,-0.503727063473
460,51.480465511,-0.503501943873
461,51.4809626486,-0.503209160249
462,51.481021514,-0.503171228973
463,51.4812061447,-0.503052850968
464,51.4812962313,-0.502995174753
465,51.4817779582,-0.50269280358
466,51.4817824157,-0.502689777217
467,51.482099066,-0.502487860168
468,51.4824298587,-0.502266754298
469,51.4828036468,-0.501962144087
470,51.4830801389,-0.50171400621
471,51.483441725,-0.5013694605
472,51.4837463904,-0.501074303876
473,51.4839940618,-0.500822779856
474,51.4843424903,-0.500434003533
475,51.4849034243,-0.499856772496
476,51.485434785,-0.499287699565
477,51.4856192968,-0.499090081281
478,51.4856056623,-0.499008431778
479,51.4856059162,-0.498958012869
480,51.485613582,-0.498924634168
481,51.4856232299,-0.498905593389
482,51.4856490387,-0.498884581544
483,51.4856957794,-0.498883046496
484,51.4857762754,-0.498919291154
485,51.4858434912,-0.498971815468
486,51.485865027,-0.498968227612
487,51.4858826724,-0.498941722537
488,51.4859092653,-0.498841467698
489,51.4859329815,-0.498797479411
490,51.4859656863,-0.498753195849
491,51.4859949984,-0.498724867117
492,51.4860253384,-0.498706586795
493,51.4860531477,-0.498701352418
494,51.4860793252,-0.498709134487
495,51.486103834,-0.4987270536
496,51.4861257937,-0.498756579006
497,51.4861461031,-0.498797681197
498,51.486171515,-0.498886146399
499,51.4861659644,-0.499014517153
500,51.4861726618,-0.499045984251
501,51.486186458,-0.499070016648
502,51.4862018675,-0.499079592869
503,51.4862190011,-0.499083351197
504,51.4862917165,-0.499073761739
505,51.4864136295,-0.499043832402
506,51.4864700364,-0.499024696089
507,51.4865790153,-0.498967824936
508,51.4866077234,-0.498962561128
509,51.4866284709,-0.498967641094
510,51.4866702975,-0.499003716186
511,51.48670798,-0.499067293836
512,51.4867238135,-0.499109984001
513,51.4867315019,-0.499148620642
514,51.4867349171,-0.499204681664
515,51.4867308138,-0.499305640028
516,51.4867229491,-0.499393758828
517,51.4866941198,-0.499530096966
518,51.4866927642,-0.499564709539
519,51.4866985074,-0.499591887394
520,51.4867105794,-0.499621738173
521,51.4867289066,-0.499648502959
522,51.4867797032,-0.499682843966
523,51.4867940481,-0.499679492407
524,51.4868136203,-0.499663006192
525,51.4868823865,-0.499555603878
526,51.4869154969,-0.499542994165
527,51.486930888,-0.499551130955
528,51.4870011686,-0.499632363798
529,51.4870391233,-0.499646961678
530,51.4870939721,-0.499646601518
531,51.4871388044,-0.49963648771
532,51.4871968065,-0.499601455568
533,51.4872909065,-0.499506183727
534,51.4873781616,-0.499367925483
535,51.4873976785,-0.499347119659
536,51.4874379428,-0.499331394031
537,51.4875417353,-0.499361114439
538,51.4875722412,-0.499355791728
539,51.4875873744,-0.499343771933
540,51.4876279296,-0.499280504613
541,51.4877351394,-0.499085415216
542,51.4877786122,-0.499039336087
543,51.4878036881,-0.499031310716
544,51.4878298471,-0.499037653485
545,51.4878571261,-0.499061243955
546,51.4879288219,-0.499182761703
547,51.4879688692,-0.499220336798
548,51.4879824257,-0.499225653146
549,51.4881108887,-0.49921567326
550,51.4883576693,-0.499175881009
551,51.4885034686,-0.49918549708
552,51.4885267283,-0.499176090898
553,51.4885417877,-0.499158311628
554,51.4885486653,-0.499133599061
555,51.4885454712,-0.499094813298
556,51.4885360219,-0.499059113757
557,51.4884792791,-0.498981755667
558,51.4883828206,-0.498892738705
559,51.488374436,-0.498869967866
560,51.4883748925,-0.498835383526
561,51.4883896385,-0.498793127869
562,51.4885346917,-0.498603992793
563,51.4885504471,-0.498570346121
564,51.4885590117,-0.498536935666
565,51.4885586983,-0.498512459243
566,51.4885520744,-0.498486749747
567,51.4885183005,-0.498447528321
568,51.4884134061,-0.498402001301
569,51.4883961066,-0.498385285006
570,51.4883885839,-0.498359605154
571,51.4883918659,-0.498335010689
572,51.4884005963,-0.498314558368
573,51.4884245336,-0.49828784481
574,51.4886089191,-0.4981507101
575,51.4887107571,-0.498027810348
576,51.4887552758,-0.497993218042
577,51.4887794712,-0.497986661252
578,51.4888280095,-0.497985066033
579,51.4888795394,-0.498006418975
580,51.4889267595,-0.498042317674
581,51.4889560578,-0.498083126642
582,51.4889682777,-0.498124496894
583,51.4889678952,-0.498164840895
584,51.488928281,-0.498301540925
585,51.4889243399,-0.498344882629
586,51.4889321023,-0.498389280194
587,51.4889734543,-0.49845850152
588,51.4891374609,-0.498625962673
589,51.4891799838,-0.498646171953
590,51.4892068389,-0.498636647237
591,51.4893538693,-0.498391266866
592,51.4893713486,-0.498351801184
593,51.4893790511,-0.498321299252
594,51.4893907085,-0.498178314476
595,51.4894087916,-0.498115782086
596,51.4894416067,-0.498080133524
597,51.4895391027,-0.498039478339
598,51.4895791087,-0.498003593286
599,51.4896140486,-0.497923221386
600,51.4896504492,-0.497746292553
601,51.4896929807,-0.49762677913
602,51.4897288745,-0.497550696671
603,51.4897692995,-0.497477345987
604,51.489828416,-0.497388976258
605,51.4898292042,-0.497380307731
606,51.4896513516,-0.497044773541
607,51.4897035797,-0.496839955072
608,51.4897373246,-0.496736574435
609,51.4897722821,-0.49665764113
610,51.4898118446,-0.496587198822
611,51.4898444932,-0.496538590392
612,51.4899004381,-0.496483453708
613,51.4899538526,-0.496441364096
614,51.4899780294,-0.496433366468
615,51.4900005377,-0.496435506813
616,51.4900213776,-0.496447785146
617,51.4900423282,-0.496468702499
618,51.4900625276,-0.496501168128
619,51.4900951137,-0.496587963157
620,51.4901009683,-0.49662378166
621,51.4901002468,-0.496777932917
622,51.4901276665,-0.496952765284
623,51.4901639345,-0.496976060035
624,51.4901738588,-0.496978614527
625,51.4901918913,-0.4969823428
626,51.4902358431,-0.496973695038
627,51.4902580561,-0.496952798186
628,51.4903421002,-0.496844881034
629,51.4904328423,-0.496768433157
630,51.4904797433,-0.496709272159
631,51.4904961386,-0.496655435939
632,51.4905001345,-0.496616412157
633,51.4904997412,-0.496515593125
634,51.4904855393,-0.496249575935
635,51.4904647245,-0.496099013001
636,51.4904653095,-0.496074506004
637,51.4904737256,-0.496029574903
638,51.4904885444,-0.495993075802
639,51.4905372059,-0.495930975076
640,51.4905647565,-0.495905580524
641,51.4905951329,-0.495890176151
642,51.4907234847,-0.495871547034
643,51.4907708101,-0.495845501464
644,51.4908711618,-0.495747127517
645,51.4910224834,-0.495556325436
646,51.491106674,-0.495459922851
647,51.4911435391,-0.495389566224
648,51.491151955,-0.495344634332
649,51.4911480694,-0.495181988322
650,51.4911659661,-0.495105053665
651,51.4912106251,-0.495011392316
652,51.4912628814,-0.494949171145
653,51.4913218917,-0.494922739453
654,51.4914906549,-0.49489989532
655,51.4915923919,-0.494909508932
656,51.4916303471,-0.494924104264
657,51.4917084064,-0.494980593632
658,51.4918106675,-0.495101108571
659,51.4918392342,-0.495154906784
660,51.4918830325,-0.49527446652
661,51.4919234135,-0.495337959425
662,51.4919560125,-0.49535561258
663,51.4919919852,-0.495355868628
664,51.492058956,-0.495319091363
665,51.4921636907,-0.495211926035
666,51.4922538403,-0.495089394895
667,51.492348847,-0.494924928352
668,51.4923709672,-0.494896829987
669,51.4923958764,-0.494875842316
670,51.4924209335,-0.494866373893
671,51.4925432333,-0.494866667164
672,51.4925763801,-0.494856932244
673,51.4926031055,-0.494837325155
674,51.4926251333,-0.494802027013
675,51.4926434363,-0.49475676786
676,51.4926588394,-0.494695758422
677,51.4926796287,-0.49456398574
678,51.4926767683,-0.493851019733
679,51.4926663482,-0.493669856972
680,51.4926712344,-0.493560215952
681,51.492679705,-0.493519601978
682,51.4927566028,-0.493345643964
683,51.4927736364,-0.493271615368
684,51.4927738877,-0.493221188569
685,51.4927676805,-0.493158009981
686,51.4927203058,-0.492900277272
687,51.4927024979,-0.492774098244
688,51.4927019611,-0.492732340671
689,51.4927077164,-0.492690375554
690,51.4927198932,-0.492658282293
691,51.4927979188,-0.49257215777
692,51.4928217066,-0.492533919253
693,51.4928985475,-0.492355639299
694,51.4929391644,-0.492227532191
695,51.4929442243,-0.492201435615
696,51.4929733825,-0.491671796986
697,51.492984281,-0.491540348485
698,51.4929935386,-0.491491064651
699,51.4930092178,-0.491451652554
700,51.4930197818,-0.49143401736
701,51.4934334694,-0.491087592822
702,51.4935682608,-0.490940526889
703,51.4936310417,-0.490857782388
704,51.4936715551,-0.490791619262
705,51.4936994659,-0.490724431719
706,51.4937506355,-0.490508098126
707,51.4937717261,-0.490469946823
708,51.4937992569,-0.490443107215
709,51.4938251568,-0.490429286516
710,51.4938556808,-0.490425396982
711,51.4939150792,-0.490429196912
712,51.4939538412,-0.490436559746
713,51.4940497128,-0.490479490697
714,51.4940837951,-0.49047260248
715,51.4941129753,-0.490434183623
716,51.4941537014,-0.490314711186
717,51.4941722436,-0.490288168238
718,51.4942015721,-0.490261268883
719,51.4942211615,-0.490246215886
720,51.4944124594,-0.490157782051
721,51.4945244267,-0.490123830005
722,51.4946806877,-0.490037993466
723,51.4946931975,-0.490031817706
724,51.4947833883,-0.489982738257
725,51.4948563897,-0.489925583128
726,51.4949135542,-0.489825733316
727,51.4950143445,-0.489622158663
728,51.4950355275,-0.489591205828
729,51.4950675338,-0.489562776381
730,51.4951148948,-0.489539601717
731,51.4951588273,-0.489529505785
732,51.4951921219,-0.489531286346
733,51.4952183,-0.489539064597
734,51.4952373799,-0.489554280537
735,51.4953251721,-0.489668067755
736,51.4953478845,-0.489686044934
737,51.4953766849,-0.48968797417
738,51.4954211639,-0.489650488607
739,51.495452123,-0.489610568662
740,51.4955021335,-0.489513834867
741,51.4955264481,-0.489446762708
742,51.4955945451,-0.48921833431
743,51.4956155053,-0.489170100823
744,51.4956340659,-0.48914499656
745,51.4957364877,-0.489068138013
746,51.4957859885,-0.489001672981
747,51.4958215797,-0.488902533426
748,51.4958440221,-0.488829759883
749,51.4958440035,-0.48882831987
750,51.4958673076,-0.488752636499
751,51.4958892222,-0.488708692823
752,51.4959149363,-0.488680470339
753,51.4959310043,-0.488671295078
754,51.4962837361,-0.488759031638
755,51.4963836757,-0.488768691812
756,51.4964312593,-0.488762796005
757,51.4964643498,-0.488748735683
758,51.4965441887,-0.488663977921
759,51.4966128435,-0.4886184874
760,51.4966719265,-0.488597804477
761,51.4967150343,-0.48859349716
762,51.4967664916,-0.488609082808
763,51.4968374558,-0.488673005573
764,51.4969208288,-0.48879270384
765,51.4969792832,-0.488862803507
766,51.4970531479,-0.488942478335
767,51.4971138906,-0.488980808054
768,51.4972266739,-0.489010213462
769,51.4973346022,-0.489081559101
770,51.4973701769,-0.489120721522
771,51.4973931863,-0.489161740198
772,51.49740717,-0.48920017602
773,51.497428837,-0.489346408528
774,51.4974474076,-0.489391896159
775,51.4974968361,-0.489459414443
776,51.4975213277,-0.489475892848
777,51.4975465326,-0.489477940885
778,51.4975652787,-0.489467236342
779,51.497579345,-0.489442279703
780,51.4976075602,-0.48932897364
781,51.4976277886,-0.489293728402
782,51.4976860285,-0.489277395798
783,51.4978578763,-0.489284679598
784,51.4978999739,-0.489271762049
785,51.4979455186,-0.489247204952
786,51.4979909148,-0.48921112716
787,51.4980263309,-0.489168175854
788,51.4980867375,-0.489040837604
789,51.4981105241,-0.489002592788
790,51.4981425117,-0.488972720888
791,51.4982147249,-0.488924230095
792,51.4983013755,-0.488879583731
793,51.4983918441,-0.488852099387
794,51.4984618246,-0.488839699706
795,51.498487947,-0.488843157788
796,51.4985114842,-0.488855345648
797,51.4985306384,-0.488876322758
798,51.4985463457,-0.488908939589
799,51.4985608491,-0.48898769905
800,51.4985629457,-0.489150430179
801,51.4985476401,-0.489358398813
802,51.4985571497,-0.489538173363
803,51.4985666761,-0.489579639057
804,51.4986026958,-0.489653365309
805,51.4986454241,-0.489689411325
806,51.4987920397,-0.489762363257
807,51.498831719,-0.489771136617
808,51.4988649766,-0.489770037225
809,51.4989123932,-0.489751181096
810,51.4989998131,-0.489696425081
811,51.4991600485,-0.489570106478
812,51.4994427199,-0.489245238778
813,51.4995966711,-0.489049969413
814,51.499703558,-0.488900918702
815,51.4997355085,-0.488868165395
816,51.4998513757,-0.488787972855
817,51.4999159074,-0.488771430615
818,51.4999375355,-0.488775037421
819,51.5000425076,-0.488826313769
820,51.5000622823,-0.488825659639
821,51.5000890994,-0.488813246471
822,51.5001220414,-0.488787663824
823,51.500152157,-0.488752089305
824,51.5001477264,-0.488687401573
825,51.500146809,-0.488685991161
