,,,Number of people in each PTAL level:,,,,,,,,,,0,1,2,3,4,5,6,7,8,
E05000176,Elthorne,Ealing,0,154,"2,045","3,633","4,270","3,300","1,138",0,0,"14,539",0.0,0.0,0.3,0.7,1.2,1.1,0.5,0.0,0.0,3.8
E05000177,Greenford Broadway,Ealing,0,"1,931","1,468","6,105","4,965","2,154","1,002",0,0,"17,625",0.0,0.1,0.2,1.0,1.1,0.6,0.3,0.0,0.0,3.4
E05000178,Greenford Green,Ealing,658,"1,608","4,181","4,344","3,219",340,0,0,0,"14,349",0.0,0.1,0.6,0.9,0.9,0.1,0.0,0.0,0.0,2.6
E05000179,Hanger Hill,Ealing,0,20,"1,713","6,545","3,683","2,879",186,479,55,"15,561",0.0,0.0,0.2,1.3,0.9,0.9,0.1,0.2,0.0,3.7
E05000180,Hobbayne,Ealing,107,60,"1,543","9,049","3,403",68,0,0,0,"14,229",0.0,0.0,0.2,1.9,1.0,0.0,0.0,0.0,0.0,3.1
E05000181,Lady Margaret,Ealing,0,68,493,"12,279","1,034",24,0,0,0,"13,897",0.0,0.0,0.1,2.7,0.3,0.0,0.0,0.0,0.0,3.0
E05000182,Northfield,Ealing,0,326,459,"6,620","6,112",0,0,0,0,"13,517",0.0,0.0,0.1,1.5,1.8,0.0,0.0,0.0,0.0,3.4
E05000183,North Greenford,Ealing,14,"2,411","4,317","4,951","2,878",142,0,0,0,"14,713",0.0,0.2,0.6,1.0,0.8,0.0,0.0,0.0,0.0,2.6
E05000184,Northolt Mandeville,Ealing,112,"1,791","3,491","3,068","3,188","3,492",41,0,0,"15,183",0.0,0.1,0.5,0.6,0.8,1.1,0.0,0.0,0.0,3.2
E05000185,Northolt West End,Ealing,618,"1,838","3,392","7,236","2,037",0,0,0,0,"15,121",0.0,0.1,0.4,1.4,0.5,0.0,0.0,0.0,0.0,2.5
E05000186,Norwood Green,Ealing,357,"2,623","6,476","1,824","2,174",578,0,0,0,"14,032",0.0,0.2,0.9,0.4,0.6,0.2,0.0,0.0,0.0,2.3
E05000187,Perivale,Ealing,342,"3,007","4,720","6,135","1,138",0,0,0,0,"15,342",0.0,0.2,0.6,1.2,0.3,0.0,0.0,0.0,0.0,2.3
E05000188,South Acton,Ealing,0,0,132,"1,287","5,503","5,771","2,180",0,0,"14,873",0.0,0.0,0.0,0.3,1.5,1.9,0.9,0.0,0.0,4.6
E05000189,Southall Broadway,Ealing,89,752,"4,021","3,373","2,213","2,050",941,0,0,"13,439",0.0,0.1,0.6,0.8,0.7,0.8,0.4,0.0,0.0,3.2
E05000190,Southall Green,Ealing,0,373,"1,166","10,765","2,085",190,0,0,0,"14,579",0.0,0.0,0.2,2.2,0.6,0.1,0.0,0.0,0.0,3.0
E05000191,Southfield,Ealing,0,0,"2,841","7,537","2,254",841,2,0,0,"13,474",0.0,0.0,0.4,1.7,0.7,0.3,0.0,0.0,0.0,3.1
E05000192,Walpole,Ealing,0,0,245,"6,391","3,398","2,143","1,110",43,0,"13,330",0.0,0.0,0.0,1.4,1.0,0.8,0.5,0.0,0.0,3.8
E05000193,Bowes,Enfield,69,288,"1,850","3,213","4,138","2,533","1,960",0,0,"14,051",0.0,0.0,0.3,0.7,1.2,0.9,0.8,0.0,0.0,3.9
E05000194,Bush Hill Park,Enfield,230,935,"1,305","11,270",151,32,0,0,0,"13,923",0.0,0.1,0.2,2.4,0.0,0.0,0.0,0.0,0.0,2.7
E05000195,Chase,Enfield,630,"3,964","4,614","4,512",42,0,0,0,0,"13,762",0.0,0.3,0.7,1.0,0.0,0.0,0.0,0.0,0.0,2.0
E05000196,Cockfosters,Enfield,147,"3,295","2,782","3,352","3,944",267,0,0,0,"13,788",0.0,0.2,0.4,0.7,1.1,0.1,0.0,0.0,0.0,2.6
E05000197,Edmonton Green,Enfield,3,211,"2,159","4,818","3,812","4,523","1,850",165,0,"17,542",0.0,0.0,0.2,0.8,0.9,1.3,0.6,0.1,0.0,3.9
E05000198,Enfield Highway,Enfield,0,"1,745","4,403","9,564",314,0,0,0,0,"16,027",0.0,0.1,0.5,1.8,0.1,0.0,0.0,0.0,0.0,2.5
E05000199,Enfield Lock,Enfield,92,773,"5,128","10,418",58,0,0,0,0,"16,469",0.0,0.0,0.6,1.9,0.0,0.0,0.0,0.0,0.0,2.6
E05000200,Grange,Enfield,20,398,"2,347","7,467","1,169",500,780,27,0,"12,709",0.0,0.0,0.4,1.8,0.4,0.2,0.4,0.0,0.0,3.1
E05000201,Haselbury,Enfield,0,780,"3,778","7,337","3,358",561,449,0,0,"16,263",0.0,0.0,0.5,1.4,0.8,0.2,0.2,0.0,0.0,3.0
E05000202,Highlands,Enfield,8,"1,465","3,357","5,878","2,098",201,0,0,0,"13,006",0.0,0.1,0.5,1.4,0.6,0.1,0.0,0.0,0.0,2.7
E05000203,Jubilee,Enfield,120,660,"6,378","6,697",500,0,0,0,0,"14,355",0.0,0.0,0.9,1.4,0.1,0.0,0.0,0.0,0.0,2.5
E05000204,Lower Edmonton,Enfield,0,180,"3,961","5,918","5,135","1,053",286,0,0,"16,534",0.0,0.0,0.5,1.1,1.2,0.3,0.1,0.0,0.0,3.2
E05000205,Palmers Green,Enfield,44,"3,294","4,207","4,202","2,937",477,0,0,0,"15,162",0.0,0.2,0.6,0.8,0.8,0.2,0.0,0.0,0.0,2.5
E05000206,Ponders End,Enfield,0,42,838,"10,076","3,385","1,322",0,0,0,"15,664",0.0,0.0,0.1,1.9,0.9,0.4,0.0,0.0,0.0,3.3
E05000207,Southbury,Enfield,0,680,"2,230","7,404","3,842",334,16,0,0,"14,506",0.0,0.0,0.3,1.5,1.1,0.1,0.0,0.0,0.0,3.1
E05000208,Southgate,Enfield,0,"1,021","4,408","3,321","3,137","2,336",232,0,0,"14,454",0.0,0.1,0.6,0.7,0.9,0.8,0.1,0.0,0.0,3.1
E05000209,Southgate Green,Enfield,0,197,"1,883","4,830","1,791","2,637","2,316",134,0,"13,787",0.0,0.0,0.3,1.1,0.5,1.0,1.0,0.1,0.0,3.9
E05000210,Town,Enfield,475,"2,216","5,232","4,203","1,691",591,359,140,0,"14,906",0.0,0.1,0.7,0.8,0.5,0.2,0.1,0.1,0.0,2.6
E05000211,Turkey Street,Enfield,0,"1,049","5,368","7,825",135,0,0,0,0,"14,377",0.0,0.1,0.7,1.6,0.0,0.0,0.0,0.0,0.0,2.5
E05000212,Upper Edmonton,Enfield,124,"1,106","3,023","6,068","2,693","3,152","1,207",0,0,"17,374",0.0,0.1,0.3,1.0,0.6,0.9,0.4,0.0,0.0,3.4
E05000213,Winchmore Hill,Enfield,0,685,"1,854","8,398","2,467",0,0,0,0,"13,403",0.0,0.1,0.3,1.9,0.7,0.0,0.0,0.0,0.0,2.9
E05000214,Abbey Wood,Greenwich,0,3,"4,370","6,794","3,665",875,0,0,0,"15,708",0.0,0.0,0.6,1.3,0.9,0.3,0.0,0.0,0.0,3.1
E05000215,Blackheath Westcombe,Greenwich,11,"1,064",909,"4,209","4,811","1,871",0,0,0,"12,875",0.0,0.1,0.1,1.0,1.5,0.7,0.0,0.0,0.0,3.4
E05000216,Charlton,Greenwich,0,0,4,"3,024","7,907","3,453",0,0,0,"14,387",0.0,0.0,0.0,0.6,2.2,1.2,0.0,0.0,0.0,4.0
E05000217,Coldharbour and New Eltham,Greenwich,0,614,"2,947","7,110","2,333",59,0,0,0,"13,062",0.0,0.0,0.5,1.6,0.7,0.0,0.0,0.0,0.0,2.9
E05000218,Eltham North,Greenwich,0,"3,198","2,197","2,471","2,684","1,436",532,0,0,"12,519",0.0,0.3,0.4,0.6,0.9,0.6,0.3,0.0,0.0,2.9
E05000219,Eltham South,Greenwich,0,148,"2,241","5,078","3,679","1,087",283,24,0,"12,541",0.0,0.0,0.4,1.2,1.2,0.4,0.1,0.0,0.0,3.3
E05000220,Eltham West,Greenwich,0,421,"3,037","4,154","1,434",594,619,0,0,"10,260",0.0,0.0,0.6,1.2,0.6,0.3,0.4,0.0,0.0,3.1
E05000221,Glyndon,Greenwich,0,528,"2,481","5,609","3,148","2,645","1,856","1,905",0,"18,171",0.0,0.0,0.3,0.9,0.7,0.7,0.6,0.7,0.0,4.0
E05000222,Greenwich West,Greenwich,0,0,578,"2,821","3,286","6,082","3,509",251,0,"16,527",0.0,0.0,0.1,0.5,0.8,1.8,1.3,0.1,0.0,4.6
E05000223,Kidbrooke with Hornfair,Greenwich,0,"1,970","4,610","5,559","2,145",16,0,0,0,"14,300",0.0,0.1,0.6,1.2,0.6,0.0,0.0,0.0,0.0,2.6
E05000224,Middle Park and Sutcliffe,Greenwich,582,"1,122","6,400","4,910",450,40,0,0,0,"13,505",0.0,0.1,0.9,1.1,0.1,0.0,0.0,0.0,0.0,2.3
E05000225,Peninsula,Greenwich,0,0,5,593,"6,368","6,144",941,0,0,"14,051",0.0,0.0,0.0,0.1,1.8,2.2,0.4,0.0,0.0,4.5
E05000226,Plumstead,Greenwich,0,3,"2,365","6,534","4,378","2,948",497,11,0,"16,736",0.0,0.0,0.3,1.2,1.0,0.9,0.2,0.0,0.0,3.6
E05000227,Shooters Hill,Greenwich,0,291,"7,065","6,006",70,0,0,0,0,"13,433",0.0,0.0,1.1,1.3,0.0,0.0,0.0,0.0,0.0,2.4
E05000228,Thamesmead Moorings,Greenwich,46,899,"6,548","10,796","1,441",0,0,0,0,"19,730",0.0,0.0,0.7,1.6,0.3,0.0,0.0,0.0,0.0,2.6
E05000229,Woolwich Common,Greenwich,0,305,"2,821","7,125","2,188",701,397,"3,675",288,"17,499",0.0,0.0,0.3,1.2,0.5,0.2,0.1,1.5,0.1,4.0
E05000230,Woolwich Riverside,Greenwich,291,548,273,"2,503","6,073","4,814","1,489","2,126",193,"18,311",0.0,0.0,0.0,0.4,1.3,1.3,0.5,0.8,0.1,4.5
E05000231,Brownswood,Hackney,0,0,14,156,"2,063","1,177","2,352","4,475","1,450","11,688",0.0,0.0,0.0,0.0,0.7,0.5,1.2,2.7,1.0,6.1
E05000232,Cazenove,Hackney,0,0,0,"1,257","4,803","3,910","2,876",546,0,"13,392",0.0,0.0,0.0,0.3,1.4,1.5,1.3,0.3,0.0,4.7
E05000233,Chatham,Hackney,0,0,0,11,"1,077","5,317","2,564","4,262",0,"13,232",0.0,0.0,0.0,0.0,0.3,2.0,1.2,2.3,0.0,5.8
E05000234,Clissold,Hackney,0,0,0,"5,890","5,173",877,272,0,0,"12,212",0.0,0.0,0.0,1.4,1.7,0.4,0.1,0.0,0.0,3.6
E05000235,Dalston,Hackney,0,0,0,0,"2,756","1,388","4,277","6,318",0,"14,739",0.0,0.0,0.0,0.0,0.7,0.5,1.7,3.0,0.0,6.0
E05000236,De Beauvoir,Hackney,0,0,0,902,"5,703","3,214","1,761","2,062",0,"13,643",0.0,0.0,0.0,0.2,1.7,1.2,0.8,1.1,0.0,4.9
E05000237,Hackney Central,Hackney,0,0,0,0,41,832,"1,987","9,215",472,"12,548",0.0,0.0,0.0,0.0,0.0,0.3,1.0,5.1,0.3,6.7
E05000238,Hackney Downs,Hackney,0,0,0,608,"1,257","3,830","5,584","1,642",0,"12,921",0.0,0.0,0.0,0.1,0.4,1.5,2.6,0.9,0.0,5.5
E05000239,Haggerston,Hackney,0,0,0,214,"1,648","5,890","2,439","1,665","2,048","13,904",0.0,0.0,0.0,0.0,0.5,2.1,1.1,0.8,1.2,5.7
E05000240,Hoxton,Hackney,0,0,101,844,"1,559","3,286","2,760","6,078",344,"14,972",0.0,0.0,0.0,0.2,0.4,1.1,1.1,2.8,0.2,5.8
E05000241,King's Park,Hackney,0,0,"4,370","3,705","2,374",216,0,0,0,"10,665",0.0,0.0,0.8,1.0,0.9,0.1,0.0,0.0,0.0,2.9
E05000242,Leabridge,Hackney,0,311,"1,039","3,329","2,383","4,051","2,236",691,0,"14,039",0.0,0.0,0.1,0.7,0.7,1.4,1.0,0.3,0.0,4.3
E05000243,Lordship,Hackney,0,24,945,"6,537","2,134","1,231","1,052",360,0,"12,283",0.0,0.0,0.2,1.6,0.7,0.5,0.5,0.2,0.0,3.7
E05000244,New River,Hackney,0,0,280,"1,232","1,976","3,269","4,238",785,0,"11,780",0.0,0.0,0.0,0.3,0.7,1.4,2.2,0.5,0.0,5.0
E05000245,Queensbridge,Hackney,0,0,21,"1,806","4,149","4,216","1,814","1,494",0,"13,499",0.0,0.0,0.0,0.4,1.2,1.6,0.8,0.8,0.0,4.8
E05000246,Springfield,Hackney,0,369,"1,685","5,741","3,801",781,0,0,0,"12,378",0.0,0.0,0.3,1.4,1.2,0.3,0.0,0.0,0.0,3.2
E05000247,Stoke Newington Central,Hackney,0,0,0,71,"2,072","5,772","3,656",873,0,"12,445",0.0,0.0,0.0,0.0,0.7,2.3,1.8,0.5,0.0,5.3
E05000248,Victoria,Hackney,0,0,441,"4,026",980,"2,617","4,065","1,103",0,"13,231",0.0,0.0,0.1,0.9,0.3,1.0,1.8,0.6,0.0,4.7
E05000249,Wick,Hackney,0,0,19,"1,653","8,986","1,075",0,0,0,"11,734",0.0,0.0,0.0,0.4,3.1,0.5,0.0,0.0,0.0,3.9
E05000250,Addison,Hammersmith and Fulham,0,0,0,45,691,"1,356","2,159","5,609","1,656","11,518",0.0,0.0,0.0,0.0,0.2,0.6,1.1,3.4,1.2,6.5
E05000251,Askew,Hammersmith and Fulham,0,0,604,"4,957","8,168",431,0,0,0,"14,160",0.0,0.0,0.1,1.1,2.3,0.2,0.0,0.0,0.0,3.6
E05000252,Avonmore and Brook Green,Hammersmith and Fulham,0,0,0,239,729,"1,779","5,082","4,345",42,"12,216",0.0,0.0,0.0,0.1,0.2,0.7,2.5,2.5,0.0,6.0
E05000253,College Park and Old Oak,Hammersmith and Fulham,0,220,225,"1,689","1,349","1,792","2,528","1,373",0,"9,175",0.0,0.0,0.0,0.6,0.6,1.0,1.7,1.0,0.0,4.9
E05000254,Fulham Broadway,Hammersmith and Fulham,0,0,95,955,"1,513","3,067","2,900","2,467",0,"10,996",0.0,0.0,0.0,0.3,0.6,1.4,1.6,1.6,0.0,5.4
E05000255,Fulham Reach,Hammersmith and Fulham,0,143,27,"2,298","5,238","2,425","1,165",9,0,"11,306",0.0,0.0,0.0,0.6,1.9,1.1,0.6,0.0,0.0,4.2
E05000256,Hammersmith Broadway,Hammersmith and Fulham,0,0,0,588,"1,891","1,546","2,547","3,999","1,352","11,923",0.0,0.0,0.0,0.1,0.6,0.6,1.3,2.3,0.9,6.0
E05000257,Munster,Hammersmith and Fulham,0,0,0,"4,317","5,691",955,41,0,0,"11,004",0.0,0.0,0.0,1.2,2.1,0.4,0.0,0.0,0.0,3.7
E05000258,North End,Hammersmith and Fulham,0,0,0,0,966,"7,379","2,777",467,0,"11,589",0.0,0.0,0.0,0.0,0.3,3.2,1.4,0.3,0.0,5.2
E05000259,Palace Riverside,Hammersmith and Fulham,0,7,104,"4,692","1,020",781,539,340,0,"7,483",0.0,0.0,0.0,1.9,0.5,0.5,0.4,0.3,0.0,3.7
E05000260,Parsons Green and Walham,Hammersmith and Fulham,0,0,0,"1,111","4,925","1,217","3,527",33,0,"10,813",0.0,0.0,0.0,0.3,1.8,0.6,2.0,0.0,0.0,4.7
E05000261,Ravenscourt Park,Hammersmith and Fulham,0,710,376,"1,737","3,406","4,108",366,82,0,"10,785",0.0,0.1,0.1,0.5,1.3,1.9,0.2,0.1,0.0,4.0
E05000262,Sands End,Hammersmith and Fulham,0,117,637,"6,018","5,984",0,4,0,0,"12,760",0.0,0.0,0.1,1.4,1.9,0.0,0.0,0.0,0.0,3.4
E05000263,Shepherd's Bush Green,Hammersmith and Fulham,0,0,0,650,"3,708","1,703","1,428","3,524","1,162","12,175",0.0,0.0,0.0,0.2,1.2,0.7,0.7,2.0,0.8,5.6
E05000264,Town,Hammersmith and Fulham,0,0,0,62,"4,989","5,245",851,54,0,"11,201",0.0,0.0,0.0,0.0,1.8,2.3,0.5,0.0,0.0,4.6
E05000265,Wormholt and White City,Hammersmith and Fulham,0,177,"1,798","6,888","3,708",819,0,0,0,"13,389",0.0,0.0,0.3,1.5,1.1,0.3,0.0,0.0,0.0,3.2
E05000266,Alexandra,Haringey,48,305,"1,108","5,522","4,690",122,0,0,0,"11,795",0.0,0.0,0.2,1.4,1.6,0.1,0.0,0.0,0.0,3.3
E05000267,Bounds Green,Haringey,0,0,35,524,"3,413","6,355","2,933",197,0,"13,457",0.0,0.0,0.0,0.1,1.0,2.4,1.3,0.1,0.0,4.9
E05000268,Bruce Grove,Haringey,0,0,34,"5,718","2,061","1,872","3,469","1,188",142,"14,483",0.0,0.0,0.0,1.2,0.6,0.6,1.4,0.6,0.1,4.5
E05000269,Crouch End,Haringey,0,3,916,"6,073","5,138",265,0,0,0,"12,395",0.0,0.0,0.1,1.5,1.7,0.1,0.0,0.0,0.0,3.4
E05000270,Fortis Green,Haringey,0,244,"2,675","5,305","3,815",450,0,0,0,"12,488",0.0,0.0,0.4,1.3,1.2,0.2,0.0,0.0,0.0,3.1
E05000271,Harringay,Haringey,0,0,0,258,"4,508","2,988","1,764","3,430",323,"13,272",0.0,0.0,0.0,0.1,1.4,1.1,0.8,1.8,0.2,5.3
E05000272,Highgate,Haringey,14,371,928,"1,751","4,426","4,032",110,0,0,"11,632",0.0,0.0,0.2,0.5,1.5,1.7,0.1,0.0,0.0,4.0
E05000273,Hornsey,Haringey,121,683,"1,724","3,312","5,715","1,106",0,0,0,"12,659",0.0,0.1,0.3,0.8,1.8,0.4,0.0,0.0,0.0,3.4
E05000274,Muswell Hill,Haringey,7,120,"1,193","5,811","3,213",440,0,0,0,"10,784",0.0,0.0,0.2,1.6,1.2,0.2,0.0,0.0,0.0,3.2
E05000275,Noel Park,Haringey,0,0,0,673,"1,856","1,489","2,548","6,629",745,"13,939",0.0,0.0,0.0,0.1,0.5,0.5,1.1,3.3,0.4,6.1
E05000276,Northumberland Park,Haringey,0,2,7,"3,650","5,480","4,839",452,0,0,"14,429",0.0,0.0,0.0,0.8,1.5,1.7,0.2,0.0,0.0,4.1
E05000277,St Ann's,Haringey,0,0,5,"4,987","6,722","2,236",354,335,0,"14,638",0.0,0.0,0.0,1.0,1.8,0.8,0.1,0.2,0.0,3.9
E05000278,Seven Sisters,Haringey,3,424,"1,594","2,257","2,426","2,949","4,384","1,932",0,"15,968",0.0,0.0,0.2,0.4,0.6,0.9,1.6,0.8,0.0,4.7
E05000279,Stroud Green,Haringey,0,0,0,"2,855","5,226",710,446,"1,909",612,"11,758",0.0,0.0,0.0,0.7,1.8,0.3,0.2,1.1,0.4,4.6
E05000280,Tottenham Green,Haringey,0,0,0,"1,498","2,543","1,235",998,"8,122",183,"14,580",0.0,0.0,0.0,0.3,0.7,0.4,0.4,3.9,0.1,5.8
E05000281,Tottenham Hale,Haringey,0,16,"1,385","2,401","3,120","3,213","2,900","2,029",0,"15,064",0.0,0.0,0.2,0.5,0.8,1.1,1.2,0.9,0.0,4.7
E05000282,West Green,Haringey,0,0,"3,394","3,281","1,844","1,338","1,211","2,098",208,"13,374",0.0,0.0,0.5,0.7,0.6,0.5,0.5,1.1,0.1,4.1
E05000283,White Hart Lane,Haringey,23,894,68,"6,443","5,989",15,0,0,0,"13,431",0.0,0.1,0.0,1.4,1.8,0.0,0.0,0.0,0.0,3.3
E05000284,Woodside,Haringey,0,0,75,"4,175","3,773","1,922","1,534","3,037",0,"14,514",0.0,0.0,0.0,0.9,1.0,0.7,0.6,1.5,0.0,4.7
E05000285,Belmont,Harrow,0,"1,540","8,675","1,128",0,0,0,0,0,"11,343",0.0,0.1,1.5,0.3,0.0,0.0,0.0,0.0,0.0,2.0
E05000286,Canons,Harrow,370,"1,270","3,340","5,613","1,049",742,44,43,0,"12,471",0.0,0.1,0.5,1.4,0.3,0.3,0.0,0.0,0.0,2.7
E05000287,Edgware,Harrow,0,"1,081","3,925","3,212","2,187","1,114",131,2,0,"11,653",0.0,0.1,0.7,0.8,0.8,0.5,0.1,0.0,0.0,2.9
E05000288,Greenhill,Harrow,266,700,836,"2,018","1,917","2,255","1,669","2,760",0,"12,420",0.0,0.1,0.1,0.5,0.6,0.9,0.8,1.6,0.0,4.6
E05000289,Harrow on the Hill,Harrow,0,298,"3,109","4,639","3,098",993,101,31,0,"12,270",0.0,0.0,0.5,1.1,1.0,0.4,0.0,0.0,0.0,3.1
E05000290,Harrow Weald,Harrow,46,624,"3,236","5,368","2,103",0,0,0,0,"11,376",0.0,0.1,0.6,1.4,0.7,0.0,0.0,0.0,0.0,2.8
E05000291,Hatch End,Harrow,925,"1,677","2,342","5,161",589,0,0,0,0,"10,693",0.0,0.2,0.4,1.4,0.2,0.0,0.0,0.0,0.0,2.3
E05000292,Headstone North,Harrow,76,"1,214","2,861","3,452","2,405",86,0,0,0,"10,093",0.0,0.1,0.6,1.0,1.0,0.0,0.0,0.0,0.0,2.7
E05000293,Headstone South,Harrow,0,167,"2,384","5,091","3,094",303,95,0,0,"11,135",0.0,0.0,0.4,1.4,1.1,0.1,0.1,0.0,0.0,3.1
E05000294,Kenton East,Harrow,0,65,"5,552","4,955",566,0,0,0,0,"11,138",0.0,0.0,1.0,1.3,0.2,0.0,0.0,0.0,0.0,2.5
E05000295,Kenton West,Harrow,0,176,"3,846","4,787","1,590",546,229,0,0,"11,173",0.0,0.0,0.7,1.3,0.6,0.2,0.1,0.0,0.0,2.9
E05000296,Marlborough,Harrow,0,550,"2,122","2,854","1,323","3,965","1,445",0,0,"12,259",0.0,0.0,0.3,0.7,0.4,1.6,0.7,0.0,0.0,3.8
E05000297,Pinner,Harrow,791,"3,120","3,286","2,552",277,0,0,0,0,"10,026",0.0,0.3,0.7,0.8,0.1,0.0,0.0,0.0,0.0,1.8
E05000298,Pinner South,Harrow,524,"1,736","4,437","2,900",814,0,0,0,0,"10,411",0.0,0.2,0.9,0.8,0.3,0.0,0.0,0.0,0.0,2.2
E05000299,Queensbury,Harrow,0,226,"4,126","7,420",211,0,0,0,0,"11,984",0.0,0.0,0.7,1.9,0.1,0.0,0.0,0.0,0.0,2.6
E05000300,Rayners Lane,Harrow,17,"1,007","2,554","1,770","4,885",891,0,0,0,"11,124",0.0,0.1,0.5,0.5,1.8,0.4,0.0,0.0,0.0,3.2
E05000301,Roxbourne,Harrow,0,434,"2,432","7,144","2,086",577,154,0,0,"12,828",0.0,0.0,0.4,1.7,0.7,0.2,0.1,0.0,0.0,3.0
E05000302,Roxeth,Harrow,0,928,"3,913","3,372","1,257","1,981",211,0,0,"11,663",0.0,0.1,0.7,0.9,0.4,0.8,0.1,0.0,0.0,3.0
E05000303,Stanmore Park,Harrow,25,"2,450","5,460","3,214",80,0,0,0,0,"11,229",0.0,0.2,1.0,0.9,0.0,0.0,0.0,0.0,0.0,2.1
E05000304,Wealdstone,Harrow,30,727,"2,661","3,352","1,930","2,386",307,0,0,"11,394",0.0,0.1,0.5,0.9,0.7,1.0,0.2,0.0,0.0,3.3
E05000305,West Harrow,Harrow,0,"1,297",822,"4,285","3,039",806,117,7,0,"10,373",0.0,0.1,0.2,1.2,1.2,0.4,0.1,0.0,0.0,3.2
E05000306,Brooklands,Havering,11,"1,567","4,982","3,836","2,963","1,130",464,5,0,"14,957",0.0,0.1,0.7,0.8,0.8,0.4,0.2,0.0,0.0,2.9
E05000307,Cranham,Havering,67,"1,698","7,597","1,710",705,632,119,0,0,"12,528",0.0,0.1,1.2,0.4,0.2,0.3,0.1,0.0,0.0,2.3
E05000308,Elm Park,Havering,0,591,"5,033","5,409","1,432",0,0,0,0,"12,466",0.0,0.0,0.8,1.3,0.5,0.0,0.0,0.0,0.0,2.6
E05000309,Emerson Park,Havering,465,"3,293","4,811","3,124",284,0,0,0,0,"11,977",0.0,0.3,0.8,0.8,0.1,0.0,0.0,0.0,0.0,2.0
E05000310,Gooshays,Havering,138,249,"5,073","9,232",0,0,0,0,0,"14,692",0.0,0.0,0.7,1.9,0.0,0.0,0.0,0.0,0.0,2.6
E05000311,Hacton,Havering,905,"2,311","2,562","4,290","2,194",0,0,0,0,"12,262",0.0,0.2,0.4,1.0,0.7,0.0,0.0,0.0,0.0,2.4
E05000312,Harold Wood,Havering,379,"1,586","4,287","5,220","1,181",0,0,0,0,"12,654",0.0,0.1,0.7,1.2,0.4,0.0,0.0,0.0,0.0,2.4
E05000313,Havering Park,Havering,109,"1,216","9,088","2,579",8,0,0,0,0,"13,000",0.0,0.1,1.4,0.6,0.0,0.0,0.0,0.0,0.0,2.1
E05000314,Heaton,Havering,39,"1,958","7,143","3,430",0,0,0,0,0,"12,570",0.0,0.2,1.1,0.8,0.0,0.0,0.0,0.0,0.0,2.1
E05000315,Hylands,Havering,172,"2,598","6,183","3,878",122,0,0,0,0,"12,952",0.0,0.2,1.0,0.9,0.0,0.0,0.0,0.0,0.0,2.1
E05000316,Mawneys,Havering,60,"1,125","4,596","6,927",207,0,0,0,0,"12,915",0.0,0.1,0.7,1.6,0.1,0.0,0.0,0.0,0.0,2.5
E05000317,Pettits,Havering,373,"1,667","6,704","3,366",731,114,0,0,0,"12,955",0.0,0.1,1.0,0.8,0.2,0.0,0.0,0.0,0.0,2.2
E05000318,Rainham and Wennington,Havering,57,"2,255","7,733","2,368",69,0,0,0,0,"12,482",0.0,0.2,1.2,0.6,0.0,0.0,0.0,0.0,0.0,2.0
E05000319,Romford Town,Havering,45,588,"1,914","4,939","2,106","1,317","1,634","2,791",272,"15,606",0.0,0.0,0.2,0.9,0.5,0.4,0.6,1.3,0.1,4.2
E05000320,St Andrew's,Havering,0,64,"1,511","7,894","3,490",375,0,0,0,"13,334",0.0,0.0,0.2,1.8,1.0,0.1,0.0,0.0,0.0,3.2
E05000321,South Hornchurch,Havering,12,607,"5,743","7,177",5,0,0,0,0,"13,544",0.0,0.0,0.8,1.6,0.0,0.0,0.0,0.0,0.0,2.5
E05000322,Squirrel's Heath,Havering,21,"1,458","4,462","5,150","2,103",0,0,0,0,"13,194",0.0,0.1,0.7,1.2,0.6,0.0,0.0,0.0,0.0,2.6
E05000323,Upminster,Havering,951,"6,828","1,494","1,100",805,"1,432",223,0,0,"12,833",0.0,0.5,0.2,0.3,0.3,0.6,0.1,0.0,0.0,1.9
E05000324,Barnhill,Hillingdon,238,"1,145","5,179","6,313",574,0,0,0,0,"13,449",0.0,0.1,0.8,1.4,0.2,0.0,0.0,0.0,0.0,2.4
E05000325,Botwell,Hillingdon,9,275,"5,491","5,836",813,"1,808",802,0,0,"15,034",0.0,0.0,0.7,1.2,0.2,0.6,0.3,0.0,0.0,3.1
E05000326,Brunel,Hillingdon,945,"1,572","2,913","7,366","1,045",0,0,0,0,"13,841",0.0,0.1,0.4,1.6,0.3,0.0,0.0,0.0,0.0,2.4
E05000327,Cavendish,Hillingdon,195,"4,190","1,929","4,975",370,0,0,0,0,"11,658",0.0,0.4,0.3,1.3,0.1,0.0,0.0,0.0,0.0,2.1
E05000328,Charville,Hillingdon,32,410,"6,803","5,231",147,0,0,0,0,"12,622",0.0,0.0,1.1,1.2,0.0,0.0,0.0,0.0,0.0,2.4
E05000329,Eastcote and East Ruislip,Hillingdon,"1,581","4,840","1,874","3,466",381,0,0,0,0,"12,142",0.0,0.4,0.3,0.9,0.1,0.0,0.0,0.0,0.0,1.7
E05000330,Harefield,Hillingdon,615,"2,942","3,842",0,0,0,0,0,0,"7,399",0.0,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4
E05000331,Heathrow Villages,Hillingdon,59,677,"5,381","4,240","1,682",159,0,0,0,"12,199",0.0,0.1,0.9,1.0,0.6,0.1,0.0,0.0,0.0,2.6
E05000332,Hillingdon East,Hillingdon,"1,319","4,648","3,724","3,219",0,0,0,0,0,"12,909",0.0,0.4,0.6,0.7,0.0,0.0,0.0,0.0,0.0,1.7
