,,,Number of people in each PTAL level:,,,,,,,,,,0,1,2,3,4,5,6,7,8,
E05000490,Plaistow South,Newham,0,0,297,"1,127","7,495","6,110","1,374",0,0,"16,404",0.0,0.0,0.0,0.2,1.8,1.9,0.5,0.0,0.0,4.4
E05000491,Royal Docks,Newham,0,0,"1,863","8,816",0,0,0,0,0,"10,679",0.0,0.0,0.3,2.5,0.0,0.0,0.0,0.0,0.0,2.8
E05000492,Stratford and New Town,Newham,0,0,0,"1,720","3,925","2,768","1,532","3,018","4,806","17,768",0.0,0.0,0.0,0.3,0.9,0.8,0.5,1.2,2.2,5.8
E05000493,Wall End,Newham,82,361,695,"6,501","2,873","3,202","1,131",0,0,"14,846",0.0,0.0,0.1,1.3,0.8,1.1,0.5,0.0,0.0,3.7
E05000494,West Ham,Newham,0,86,323,"1,165","4,652","5,955","2,756",615,0,"15,551",0.0,0.0,0.0,0.2,1.2,1.9,1.1,0.3,0.0,4.7
E05000495,Aldborough,Redbridge,485,"1,554","2,588","7,617","2,299",0,0,0,0,"14,544",0.0,0.1,0.4,1.6,0.6,0.0,0.0,0.0,0.0,2.7
E05000496,Barkingside,Redbridge,0,179,"3,028","4,783","3,319","1,299",0,0,0,"12,609",0.0,0.0,0.5,1.1,1.1,0.5,0.0,0.0,0.0,3.2
E05000497,Bridge,Redbridge,23,"1,235","5,897","2,413","2,087",0,0,0,0,"11,656",0.0,0.1,1.0,0.6,0.7,0.0,0.0,0.0,0.0,2.5
E05000498,Chadwell,Redbridge,299,"1,501","7,246","2,397","2,408",406,0,0,0,"14,257",0.0,0.1,1.0,0.5,0.7,0.1,0.0,0.0,0.0,2.4
E05000499,Church End,Redbridge,0,941,"4,323","3,138","2,912",205,0,0,0,"11,519",0.0,0.1,0.8,0.8,1.0,0.1,0.0,0.0,0.0,2.7
E05000500,Clayhall,Redbridge,197,"2,318","5,519","3,381","1,826",0,0,0,0,"13,241",0.0,0.2,0.8,0.8,0.6,0.0,0.0,0.0,0.0,2.3
E05000501,Clementswood,Redbridge,0,0,"4,217","6,548","1,390",679,541,"1,291",0,"14,666",0.0,0.0,0.6,1.3,0.4,0.2,0.2,0.6,0.0,3.4
E05000502,Cranbrook,Redbridge,0,279,"1,782","2,159","5,049","3,452",59,0,0,"12,780",0.0,0.0,0.3,0.5,1.6,1.4,0.0,0.0,0.0,3.8
E05000503,Fairlop,Redbridge,237,961,"3,220","5,280","2,344",587,0,0,0,"12,630",0.0,0.1,0.5,1.3,0.7,0.2,0.0,0.0,0.0,2.8
E05000504,Fullwell,Redbridge,0,511,"9,437","1,398","1,040",525,0,0,0,"12,910",0.0,0.0,1.5,0.3,0.3,0.2,0.0,0.0,0.0,2.4
E05000505,Goodmayes,Redbridge,0,0,455,"3,596","8,872",146,0,0,0,"13,069",0.0,0.0,0.1,0.8,2.7,0.1,0.0,0.0,0.0,3.7
E05000506,Hainault,Redbridge,78,635,"6,973","5,144",124,0,0,0,0,"12,953",0.0,0.0,1.1,1.2,0.0,0.0,0.0,0.0,0.0,2.4
E05000507,Loxford,Redbridge,0,625,"3,247","8,948",681,672,915,"1,457",0,"16,544",0.0,0.0,0.4,1.6,0.2,0.2,0.3,0.6,0.0,3.4
E05000508,Mayfield,Redbridge,5,188,"4,477","7,944","1,057",0,0,0,0,"13,672",0.0,0.0,0.7,1.7,0.3,0.0,0.0,0.0,0.0,2.7
E05000509,Monkhams,Redbridge,14,"1,113","3,689","4,115","1,491",0,0,0,0,"10,422",0.0,0.1,0.7,1.2,0.6,0.0,0.0,0.0,0.0,2.6
E05000510,Newbury,Redbridge,0,3,"2,903","9,545","3,597",712,0,0,0,"16,760",0.0,0.0,0.3,1.7,0.9,0.2,0.0,0.0,0.0,3.1
E05000511,Roding,Redbridge,70,"1,172","5,693","3,113","1,995",0,0,0,0,"12,044",0.0,0.1,0.9,0.8,0.7,0.0,0.0,0.0,0.0,2.5
E05000512,Seven Kings,Redbridge,0,119,"2,813","7,766","4,171",296,0,0,0,"15,164",0.0,0.0,0.4,1.5,1.1,0.1,0.0,0.0,0.0,3.1
E05000513,Snaresbrook,Redbridge,127,694,"1,509","2,130","4,417","2,749",239,0,0,"11,865",0.0,0.1,0.3,0.5,1.5,1.2,0.1,0.0,0.0,3.6
E05000514,Valentines,Redbridge,0,42,"2,302","2,084","1,857","3,061","3,013","1,768",0,"14,126",0.0,0.0,0.3,0.4,0.5,1.1,1.3,0.9,0.0,4.5
E05000515,Wanstead,Redbridge,8,"1,759","5,029","2,614","1,486",646,0,0,0,"11,543",0.0,0.2,0.9,0.7,0.5,0.3,0.0,0.0,0.0,2.5
E05000516,Barnes,Richmond upon Thames,0,120,"1,073","4,281","4,728",98,0,0,0,"10,299",0.0,0.0,0.2,1.2,1.8,0.0,0.0,0.0,0.0,3.4
E05000517,East Sheen,Richmond upon Thames,687,767,"1,362","6,874",659,0,0,0,0,"10,348",0.0,0.1,0.3,2.0,0.3,0.0,0.0,0.0,0.0,2.6
E05000518,Fulwell and Hampton Hill,Richmond upon Thames,0,15,"1,375","5,469","3,272",0,0,0,0,"10,131",0.0,0.0,0.3,1.6,1.3,0.0,0.0,0.0,0.0,3.2
E05000519,"""Ham",Richmond upon Thames,36,"1,374","7,334","1,288",48,72,152,14,0,"10,317",0.0,0.1,1.4,0.4,0.0,0.0,0.1,0.0,0.0,2.1
E05000520,Hampton,Richmond upon Thames,8,443,"2,552","6,983",0,0,0,0,0,"9,985",0.0,0.0,0.5,2.1,0.0,0.0,0.0,0.0,0.0,2.7
E05000521,Hampton North,Richmond upon Thames,0,410,"7,160","1,816",0,0,0,0,0,"9,387",0.0,0.0,1.5,0.6,0.0,0.0,0.0,0.0,0.0,2.1
E05000522,Hampton Wick,Richmond upon Thames,208,972,"2,425","4,687","1,437",490,3,0,0,"10,221",0.0,0.1,0.5,1.4,0.6,0.2,0.0,0.0,0.0,2.7
E05000523,Heathfield,Richmond upon Thames,10,"1,757","6,598","1,949",0,0,0,0,0,"10,313",0.0,0.2,1.3,0.6,0.0,0.0,0.0,0.0,0.0,2.0
E05000524,Kew,Richmond upon Thames,568,853,"1,284","6,689","1,034","1,009",0,0,0,"11,436",0.0,0.1,0.2,1.8,0.4,0.4,0.0,0.0,0.0,2.9
E05000525,Mortlake and Barnes Common,Richmond upon Thames,0,282,"1,077","7,880","1,658",22,0,0,0,"10,919",0.0,0.0,0.2,2.2,0.6,0.0,0.0,0.0,0.0,3.0
E05000526,North Richmond,Richmond upon Thames,0,0,382,"3,701","1,944","2,021","1,101","1,499",0,"10,649",0.0,0.0,0.1,1.0,0.7,0.9,0.6,1.0,0.0,4.4
E05000527,St Margarets and North Twickenham,Richmond upon Thames,144,117,"1,736","5,326","3,680",170,0,0,0,"11,172",0.0,0.0,0.3,1.4,1.3,0.1,0.0,0.0,0.0,3.1
E05000528,South Richmond,Richmond upon Thames,0,69,"3,027","2,168","1,271",891,964,"2,430",0,"10,820",0.0,0.0,0.6,0.6,0.5,0.4,0.5,1.6,0.0,4.2
E05000529,South Twickenham,Richmond upon Thames,0,34,321,"5,278","3,004","1,207",143,0,0,"9,987",0.0,0.0,0.1,1.6,1.2,0.6,0.1,0.0,0.0,3.5
E05000530,Teddington,Richmond upon Thames,7,133,"1,906","3,706","4,578",0,0,0,0,"10,330",0.0,0.0,0.4,1.1,1.8,0.0,0.0,0.0,0.0,3.2
E05000531,Twickenham Riverside,Richmond upon Thames,0,122,65,"1,399","3,488","3,070","2,252",0,0,"10,396",0.0,0.0,0.0,0.4,1.3,1.5,1.3,0.0,0.0,4.5
E05000532,West Twickenham,Richmond upon Thames,160,"1,710",866,"5,844","1,912",38,0,0,0,"10,531",0.0,0.2,0.2,1.7,0.7,0.0,0.0,0.0,0.0,2.7
E05000533,Whitton,Richmond upon Thames,307,"1,333","1,825","6,259",28,0,0,0,0,"9,752",0.0,0.1,0.4,1.9,0.0,0.0,0.0,0.0,0.0,2.4
E05000534,Brunswick Park,Southwark,29,245,329,"2,962","6,271","1,487",799,"1,054",0,"13,174",0.0,0.0,0.0,0.7,1.9,0.6,0.4,0.6,0.0,4.1
E05000535,Camberwell Green,Southwark,0,40,149,619,"1,502","3,954","5,100","3,659",9,"15,032",0.0,0.0,0.0,0.1,0.4,1.3,2.0,1.7,0.0,5.6
E05000536,Cathedrals,Southwark,0,0,0,0,1,0,58,368,"14,515","14,941",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,7.8,8.0
E05000537,Chaucer,Southwark,0,0,0,0,260,"1,388","1,714","2,911","8,578","14,852",0.0,0.0,0.0,0.0,0.1,0.5,0.7,1.4,4.6,7.2
E05000538,College,Southwark,3,50,"1,261","5,246","4,656",326,252,17,0,"11,812",0.0,0.0,0.2,1.3,1.6,0.1,0.1,0.0,0.0,3.4
E05000539,East Dulwich,Southwark,0,0,0,"1,799","7,434","3,070",18,0,0,"12,321",0.0,0.0,0.0,0.4,2.4,1.2,0.0,0.0,0.0,4.1
E05000540,East Walworth,Southwark,0,0,0,216,"1,172","4,564","1,087","3,352","1,166","11,557",0.0,0.0,0.0,0.1,0.4,2.0,0.6,2.0,0.8,5.8
E05000541,Faraday,Southwark,0,0,0,"2,882","3,323","3,075","2,446","1,113",0,"12,839",0.0,0.0,0.0,0.7,1.0,1.2,1.1,0.6,0.0,4.7
E05000542,Grange,Southwark,0,20,381,"3,815","3,360","2,461",926,549,"3,850","15,362",0.0,0.0,0.0,0.7,0.9,0.8,0.4,0.3,2.0,5.1
E05000543,Livesey,Southwark,0,179,"1,426","1,849","6,606","2,607","1,543","1,656",0,"15,867",0.0,0.0,0.2,0.3,1.7,0.8,0.6,0.7,0.0,4.3
E05000544,Newington,Southwark,0,101,350,"2,650","1,350","1,651","1,459","2,277","4,298","14,136",0.0,0.0,0.0,0.6,0.4,0.6,0.6,1.1,2.4,5.8
E05000545,Nunhead,Southwark,0,0,0,"2,707","2,454","3,950","3,572",937,0,"13,620",0.0,0.0,0.0,0.6,0.7,1.5,1.6,0.5,0.0,4.8
E05000546,Peckham,Southwark,0,0,"1,989","3,840","2,999","1,616",767,"1,570",200,"12,982",0.0,0.0,0.3,0.9,0.9,0.6,0.4,0.8,0.1,4.1
E05000547,Peckham Rye,Southwark,0,0,597,"8,639","2,213","1,669",400,0,0,"13,518",0.0,0.0,0.1,1.9,0.7,0.6,0.2,0.0,0.0,3.5
E05000548,Riverside,Southwark,0,0,0,"4,116","5,896","2,444",73,267,"1,594","14,390",0.0,0.0,0.0,0.9,1.6,0.8,0.0,0.1,0.9,4.4
E05000549,Rotherhithe,Southwark,0,0,0,933,"2,904","4,328","2,854","2,723",0,"13,743",0.0,0.0,0.0,0.2,0.8,1.6,1.2,1.4,0.0,5.3
E05000550,South Bermondsey,Southwark,0,0,158,"6,367","5,368","1,887",0,0,0,"13,780",0.0,0.0,0.0,1.4,1.6,0.7,0.0,0.0,0.0,3.7
E05000551,South Camberwell,Southwark,0,0,23,"1,144","4,653","4,550","2,259",0,0,"12,629",0.0,0.0,0.0,0.3,1.5,1.8,1.1,0.0,0.0,4.6
E05000552,Surrey Docks,Southwark,0,838,"6,455","2,736","1,577","1,075",336,418,0,"13,435",0.0,0.1,1.0,0.6,0.5,0.4,0.2,0.2,0.0,2.9
E05000553,The Lane,Southwark,0,0,0,126,"2,256","2,291","4,486","5,919",486,"15,565",0.0,0.0,0.0,0.0,0.6,0.7,1.7,2.7,0.2,6.0
E05000554,Village,Southwark,0,28,615,"3,907","3,578","2,005","2,120",148,0,"12,402",0.0,0.0,0.1,0.9,1.2,0.8,1.0,0.1,0.0,4.1
E05000555,Beddington North,Sutton,0,382,"3,395","6,139",394,0,0,0,0,"10,309",0.0,0.0,0.7,1.8,0.2,0.0,0.0,0.0,0.0,2.6
E05000556,Beddington South,Sutton,62,"1,505","7,509","1,528",62,0,0,0,0,"10,667",0.0,0.1,1.4,0.4,0.0,0.0,0.0,0.0,0.0,2.0
E05000557,Belmont,Sutton,4,"1,380","4,710","3,734",220,0,0,0,0,"10,048",0.0,0.1,0.9,1.1,0.1,0.0,0.0,0.0,0.0,2.3
E05000558,Carshalton Central,Sutton,0,11,320,"6,945","2,375",388,0,0,0,"10,039",0.0,0.0,0.1,2.1,0.9,0.2,0.0,0.0,0.0,3.3
E05000559,Carshalton South and Clockhouse,Sutton,311,"2,192","3,304","3,807",102,0,0,0,0,"9,715",0.0,0.2,0.7,1.2,0.0,0.0,0.0,0.0,0.0,2.1
E05000560,Cheam,Sutton,545,"2,474","2,421","4,410",435,0,0,0,0,"10,285",0.0,0.2,0.5,1.3,0.2,0.0,0.0,0.0,0.0,2.2
E05000561,Nonsuch,Sutton,"1,061","1,530","1,954","5,463",633,0,0,0,0,"10,641",0.0,0.1,0.4,1.5,0.2,0.0,0.0,0.0,0.0,2.3
E05000562,St Helier,Sutton,0,842,"1,164","8,306","1,637",0,0,0,0,"11,949",0.0,0.1,0.2,2.1,0.5,0.0,0.0,0.0,0.0,2.9
E05000563,Stonecot,Sutton,0,143,"5,557","5,011",0,0,0,0,0,"10,712",0.0,0.0,1.0,1.4,0.0,0.0,0.0,0.0,0.0,2.5
E05000564,Sutton Central,Sutton,0,0,154,"2,393","2,094","2,890","1,096","2,366",0,"10,993",0.0,0.0,0.0,0.7,0.8,1.3,0.6,1.5,0.0,4.9
E05000565,Sutton North,Sutton,0,283,"1,644","5,024","1,476","1,564",364,0,0,"10,355",0.0,0.0,0.3,1.5,0.6,0.8,0.2,0.0,0.0,3.3
E05000566,Sutton South,Sutton,0,703,"2,883","2,941",971,786,921,393,0,"9,599",0.0,0.1,0.6,0.9,0.4,0.4,0.6,0.3,0.0,3.3
E05000567,Sutton West,Sutton,0,"1,348","2,074","3,419",714,471,"1,312","1,198",0,"10,536",0.0,0.1,0.4,1.0,0.3,0.2,0.7,0.8,0.0,3.5
E05000568,The Wrythe,Sutton,0,0,"5,308","3,219","1,636",0,0,0,0,"10,163",0.0,0.0,1.0,1.0,0.6,0.0,0.0,0.0,0.0,2.6
E05000569,Wallington North,Sutton,0,66,920,"4,714","3,845","1,105",0,0,0,"10,650",0.0,0.0,0.2,1.3,1.4,0.5,0.0,0.0,0.0,3.5
E05000570,Wallington South,Sutton,52,406,"2,027","2,926","2,920","1,869",0,0,0,"10,200",0.0,0.0,0.4,0.9,1.1,0.9,0.0,0.0,0.0,3.4
E05000571,Wandle Valley,Sutton,0,"1,084","5,124","5,218",205,0,0,0,0,"11,630",0.0,0.1,0.9,1.3,0.1,0.0,0.0,0.0,0.0,2.4
E05000572,Worcester Park,Sutton,0,"2,861","2,494","5,332",969,0,0,0,0,"11,655",0.0,0.2,0.4,1.4,0.3,0.0,0.0,0.0,0.0,2.4
E05000573,Bethnal Green North,Tower Hamlets,0,0,0,502,"1,229","2,654","2,743","6,556",0,"13,683",0.0,0.0,0.0,0.1,0.4,1.0,1.2,3.4,0.0,6.0
E05000574,Bethnal Green South,Tower Hamlets,0,0,0,0,0,729,"1,787","11,433",216,"14,166",0.0,0.0,0.0,0.0,0.0,0.3,0.8,5.6,0.1,6.8
E05000575,Blackwall and Cubitt Town,Tower Hamlets,0,0,25,"7,836","7,934","3,666",0,0,0,"19,461",0.0,0.0,0.0,1.2,1.6,0.9,0.0,0.0,0.0,3.8
E05000576,Bow East,Tower Hamlets,0,0,427,"8,489","2,639","1,801",689,363,0,"14,407",0.0,0.0,0.1,1.8,0.7,0.6,0.3,0.2,0.0,3.6
E05000577,Bow West,Tower Hamlets,0,0,18,"4,028",916,554,"3,441","3,982",0,"12,939",0.0,0.0,0.0,0.9,0.3,0.2,1.6,2.2,0.0,5.2
E05000578,Bromley-by-Bow,Tower Hamlets,0,0,0,"5,549","2,353","4,152","2,425",0,0,"14,480",0.0,0.0,0.0,1.1,0.6,1.4,1.0,0.0,0.0,4.2
E05000579,East India and Lansbury,Tower Hamlets,0,0,980,"6,390","6,289","1,198",2,0,0,"14,859",0.0,0.0,0.1,1.3,1.7,0.4,0.0,0.0,0.0,3.5
E05000580,Limehouse,Tower Hamlets,0,24,61,608,"5,839","4,050","4,026","1,379",0,"15,986",0.0,0.0,0.0,0.1,1.5,1.3,1.5,0.6,0.0,5.0
E05000581,Mile End and Globe Town,Tower Hamlets,0,0,432,728,"3,405","2,961","3,780","3,885",0,"15,190",0.0,0.0,0.1,0.1,0.9,1.0,1.5,1.8,0.0,5.4
E05000582,Mile End East,Tower Hamlets,0,0,0,"2,822","1,927","1,542","1,969","5,094",0,"13,354",0.0,0.0,0.0,0.6,0.6,0.6,0.9,2.7,0.0,5.3
E05000583,Millwall,Tower Hamlets,0,0,67,"16,383","3,823","2,640",89,83,0,"23,084",0.0,0.0,0.0,2.1,0.7,0.6,0.0,0.0,0.0,3.4
E05000584,St Dunstan's and Stepney Green,Tower Hamlets,0,0,0,2,"1,506","8,010","6,104",615,0,"16,238",0.0,0.0,0.0,0.0,0.4,2.5,2.3,0.3,0.0,5.4
E05000585,St Katharine's and Wapping,Tower Hamlets,0,14,"1,448","1,829","2,022","4,868","1,639",588,6,"12,413",0.0,0.0,0.2,0.4,0.7,2.0,0.8,0.3,0.0,4.4
E05000586,Shadwell,Tower Hamlets,0,0,0,0,226,"2,826","8,055","4,003",0,"15,110",0.0,0.0,0.0,0.0,0.1,0.9,3.2,1.9,0.0,6.0
E05000587,Spitalfields and Banglatown,Tower Hamlets,0,0,0,170,923,"1,160",984,"1,539","5,510","10,286",0.0,0.0,0.0,0.0,0.4,0.6,0.6,1.0,4.3,6.9
E05000588,Weavers,Tower Hamlets,0,0,0,0,"2,471","4,785","3,122","2,594",234,"13,206",0.0,0.0,0.0,0.0,0.7,1.8,1.4,1.4,0.1,5.5
E05000589,Whitechapel,Tower Hamlets,0,0,0,0,0,285,"2,618","11,139",820,"14,862",0.0,0.0,0.0,0.0,0.0,0.1,1.1,5.2,0.4,6.8
E05000590,Cann Hall,Waltham Forest,0,181,"2,827","9,366",873,503,49,0,0,"13,799",0.0,0.0,0.4,2.0,0.3,0.2,0.0,0.0,0.0,2.9
E05000591,Cathall,Waltham Forest,0,0,91,"4,691","2,219","2,212","3,359",128,0,"12,700",0.0,0.0,0.0,1.1,0.7,0.9,1.6,0.1,0.0,4.3
E05000592,Chapel End,Waltham Forest,62,119,"1,960","10,597","1,349",0,0,0,0,"14,086",0.0,0.0,0.3,2.3,0.4,0.0,0.0,0.0,0.0,2.9
E05000593,Chingford Green,Waltham Forest,0,53,"5,139","2,075","2,902",117,0,0,0,"10,287",0.0,0.0,1.0,0.6,1.1,0.1,0.0,0.0,0.0,2.8
E05000594,Endlebury,Waltham Forest,31,957,"5,702","3,298",745,0,0,0,0,"10,732",0.0,0.1,1.1,0.9,0.3,0.0,0.0,0.0,0.0,2.4
E05000595,Forest,Waltham Forest,0,68,503,"2,397","4,275","2,755","2,589",23,0,"12,609",0.0,0.0,0.1,0.6,1.4,1.1,1.2,0.0,0.0,4.3
E05000596,Grove Green,Waltham Forest,0,80,442,"4,230","4,002","3,071","2,444",335,0,"14,604",0.0,0.0,0.1,0.9,1.1,1.1,1.0,0.2,0.0,4.2
E05000597,Hale End and Highams Park,Waltham Forest,19,985,"3,211","7,033",107,0,0,0,0,"11,355",0.0,0.1,0.6,1.9,0.0,0.0,0.0,0.0,0.0,2.5
E05000598,Hatch Lane,Waltham Forest,0,528,"4,529","5,891",110,0,0,0,0,"11,058",0.0,0.0,0.8,1.6,0.0,0.0,0.0,0.0,0.0,2.5
E05000599,High Street,Waltham Forest,14,17,765,"1,226","5,672","5,405",432,596,0,"14,127",0.0,0.0,0.1,0.3,1.6,1.9,0.2,0.3,0.0,4.4
E05000600,Higham Hill,Waltham Forest,9,56,"4,990","8,121",18,0,0,0,0,"13,194",0.0,0.0,0.8,1.8,0.0,0.0,0.0,0.0,0.0,2.6
E05000601,Hoe Street,Waltham Forest,0,0,41,"2,407","2,323","2,838","2,693","3,611",0,"13,912",0.0,0.0,0.0,0.5,0.7,1.0,1.2,1.8,0.0,5.2
E05000602,Larkswood,Waltham Forest,168,687,"1,768","6,823","1,892",0,0,0,0,"11,337",0.0,0.1,0.3,1.8,0.7,0.0,0.0,0.0,0.0,2.8
E05000603,Lea Bridge,Waltham Forest,0,139,93,"9,031","3,497","2,005",863,46,0,"15,673",0.0,0.0,0.0,1.7,0.9,0.6,0.3,0.0,0.0,3.6
E05000604,Leyton,Waltham Forest,0,45,"1,646","5,871","2,403","2,021","1,721",477,0,"14,184",0.0,0.0,0.2,1.2,0.7,0.7,0.7,0.2,0.0,3.8
E05000605,Leytonstone,Waltham Forest,0,0,93,907,"1,354","3,436","4,568","2,520",0,"12,879",0.0,0.0,0.0,0.2,0.4,1.3,2.1,1.4,0.0,5.5
E05000606,Markhouse,Waltham Forest,80,483,725,"2,990","3,933","3,258",964,"1,202",0,"13,636",0.0,0.0,0.1,0.7,1.2,1.2,0.4,0.6,0.0,4.2
E05000607,Valley,Waltham Forest,11,"2,223","3,901","3,522","1,788",0,0,0,0,"11,444",0.0,0.2,0.7,0.9,0.6,0.0,0.0,0.0,0.0,2.4
E05000608,William Morris,Waltham Forest,0,0,"2,288","3,820","5,814","1,218",130,0,0,"13,269",0.0,0.0,0.3,0.9,1.8,0.5,0.1,0.0,0.0,3.5
E05000609,Wood Street,Waltham Forest,0,0,443,"5,943","4,641","2,341",0,0,0,"13,368",0.0,0.0,0.1,1.3,1.4,0.9,0.0,0.0,0.0,3.7
E05000610,Balham,Wandsworth,0,0,"1,521","1,884","2,991","2,496","4,301","1,558",0,"14,751",0.0,0.0,0.2,0.4,0.8,0.8,1.7,0.7,0.0,4.7
E05000611,Bedford,Wandsworth,0,409,"2,058","1,839","3,917","3,964","2,103",285,0,"14,575",0.0,0.0,0.3,0.4,1.1,1.4,0.9,0.1,0.0,4.1
E05000612,Earlsfield,Wandsworth,0,61,"1,795","5,077","1,287","7,088",140,0,0,"15,448",0.0,0.0,0.2,1.0,0.3,2.3,0.1,0.0,0.0,3.9
E05000613,East Putney,Wandsworth,0,0,639,"4,611","4,784","2,597","2,124",268,0,"15,022",0.0,0.0,0.1,0.9,1.3,0.9,0.8,0.1,0.0,4.1
E05000614,Fairfield,Wandsworth,0,0,137,"1,144","4,189","2,352","2,642",994,"3,154","14,613",0.0,0.0,0.0,0.2,1.1,0.8,1.1,0.5,1.7,5.5
E05000615,Furzedown,Wandsworth,0,479,879,"10,652","2,232","1,239",23,0,0,"15,504",0.0,0.0,0.1,2.1,0.6,0.4,0.0,0.0,0.0,3.2
E05000616,Graveney,Wandsworth,0,836,977,987,"1,281","3,140","3,774","4,202",0,"15,198",0.0,0.1,0.1,0.2,0.3,1.0,1.5,1.9,0.0,5.2
E05000617,Latchmere,Wandsworth,0,41,424,"3,435","2,359",301,305,949,"7,544","15,358",0.0,0.0,0.1,0.7,0.6,0.1,0.1,0.4,3.9,5.9
E05000618,Nightingale,Wandsworth,0,0,0,233,"1,786","6,184","4,772","1,704",0,"14,679",0.0,0.0,0.0,0.0,0.5,2.1,2.0,0.8,0.0,5.4
E05000619,Northcote,Wandsworth,0,0,"3,601","2,932",641,214,269,629,"6,653","14,940",0.0,0.0,0.5,0.6,0.2,0.1,0.1,0.3,3.6,5.3
E05000620,Queenstown,Wandsworth,0,"1,189",669,"2,879","2,911","3,990","3,941",752,0,"16,331",0.0,0.1,0.1,0.5,0.7,1.2,1.4,0.3,0.0,4.4
E05000621,Roehampton and Putney Heath,Wandsworth,261,"1,661","2,801","7,466","3,941",0,0,0,0,"16,132",0.0,0.1,0.3,1.4,1.0,0.0,0.0,0.0,0.0,2.8
E05000622,St Mary's Park,Wandsworth,0,0,320,"6,765","7,404",361,178,803,725,"16,556",0.0,0.0,0.0,1.2,1.8,0.1,0.1,0.3,0.4,3.9
E05000623,Shaftesbury,Wandsworth,0,97,580,"2,588","3,481",796,398,891,"5,329","14,160",0.0,0.0,0.1,0.5,1.0,0.3,0.2,0.4,3.0,5.5
E05000624,Southfields,Wandsworth,0,0,494,"8,988","3,145","2,393",834,402,0,"16,256",0.0,0.0,0.1,1.7,0.8,0.7,0.3,0.2,0.0,3.7
E05000625,Thamesfield,Wandsworth,0,17,"1,013","4,589","1,921","2,353","2,706","2,243",0,"14,842",0.0,0.0,0.1,0.9,0.5,0.8,1.1,1.1,0.0,4.5
E05000626,Tooting,Wandsworth,0,0,38,"1,631","3,873","4,886","2,574","3,237",0,"16,239",0.0,0.0,0.0,0.3,1.0,1.5,1.0,1.4,0.0,5.1
E05000627,Wandsworth Common,Wandsworth,92,"1,524","6,603","3,329","2,377","1,041",124,135,21,"15,247",0.0,0.1,0.9,0.7,0.6,0.3,0.0,0.1,0.0,2.7
E05000628,West Hill,Wandsworth,0,341,"3,519","11,513","1,028",0,0,0,0,"16,402",0.0,0.0,0.4,2.1,0.3,0.0,0.0,0.0,0.0,2.8
E05000629,West Putney,Wandsworth,11,729,"4,723","7,598","1,513",171,0,0,0,"14,745",0.0,0.0,0.6,1.5,0.4,0.1,0.0,0.0,0.0,2.7
E05000630,Abbey Road,Westminster,0,0,0,598,"1,174","3,101","6,376",0,0,"11,250",0.0,0.0,0.0,0.2,0.4,1.4,3.4,0.0,0.0,5.4
E05000631,Bayswater,Westminster,0,0,0,0,140,"3,546",866,"2,396","3,352","10,300",0.0,0.0,0.0,0.0,0.1,1.7,0.5,1.6,2.6,6.5
E05000632,Bryanston and Dorset Square,Westminster,0,0,0,0,0,0,0,44,"11,946","11,991",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0
E05000633,Churchill,Westminster,0,0,0,"2,385","3,646",312,297,859,"1,914","9,413",0.0,0.0,0.0,0.8,1.5,0.2,0.2,0.6,1.6,4.9
E05000634,Church Street,Westminster,0,0,0,36,213,"2,336","2,066","2,903","4,207","11,760",0.0,0.0,0.0,0.0,0.1,1.0,1.1,1.7,2.9,6.7
E05000635,Harrow Road,Westminster,0,0,0,0,217,"3,821","7,150",846,0,"12,034",0.0,0.0,0.0,0.0,0.1,1.6,3.6,0.5,0.0,5.7
E05000636,Hyde Park,Westminster,0,0,0,0,0,0,0,216,"12,102","12,318",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,7.9,8.0
E05000637,Knightsbridge and Belgravia,Westminster,3,1,0,1,348,"2,157",738,"3,329","2,694","9,270",0.0,0.0,0.0,0.0,0.2,1.2,0.5,2.5,2.3,6.6
E05000638,Lancaster Gate,Westminster,0,0,0,0,0,0,15,"4,552","8,627","13,195",0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,5.2,7.7
E05000639,Little Venice,Westminster,0,0,0,93,883,"4,626","2,686","1,801",544,"10,633",0.0,0.0,0.0,0.0,0.3,2.2,1.5,1.2,0.4,5.6
E05000640,Maida Vale,Westminster,0,0,0,0,"1,220","6,366","2,120",504,0,"10,210",0.0,0.0,0.0,0.0,0.5,3.1,1.2,0.3,0.0,5.2
E05000641,Marylebone High Street,Westminster,0,0,0,0,0,0,0,"2,679","7,687","10,366",0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,5.9,7.7
E05000642,Queen's Park,Westminster,0,0,0,199,"1,487","8,490","2,380",7,0,"12,563",0.0,0.0,0.0,0.0,0.5,3.4,1.1,0.0,0.0,5.0
E05000643,Regent's Park,Westminster,9,3,647,683,"2,065","3,492","3,121","1,131",916,"12,067",0.0,0.0,0.1,0.2,0.7,1.4,1.6,0.7,0.6,5.2
E05000644,St James's,Westminster,0,0,0,0,0,203,819,"2,036","7,564","10,622",0.0,0.0,0.0,0.0,0.0,0.1,0.5,1.3,5.7,7.6
E05000645,Tachbrook,Westminster,0,0,0,197,"1,516",436,808,"1,765","3,437","8,158",0.0,0.0,0.0,0.1,0.7,0.3,0.6,1.5,3.4,6.6
